,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
916,Atsuto,2.29873,0.13840,-2.55889,-1.84381,1.60508,-0.08401,Polskor,-0.59755,0.75549,-8.02422,1.56401,True,10.21421
917,Bob,-0.01321,-0.27617,-5.01771,-3.08791,2.50730,-0.17207,Slängpolskor,0.43414,-3.36483,-9.72332,-2.76912,True,-2.57492
918,Atsuto,0.38437,0.58332,2.34152,-2.67671,2.37709,-0.04981,Polka,-0.74911,-0.25263,-9.78757,-0.15343,True,3.09260
919,Jorg,0.24133,-0.07159,-5.60077,-2.05013,1.87887,0.34833,Polka,1.00334,2.46949,-8.46120,-0.34822,True,-1.59372
920,Jorg,-1.98725,-0.85274,0.05228,-2.11212,1.76133,-1.05431,Hambo,2.31186,1.67508,-5.76469,-0.19570,False,-9.91012
921,Jorg,0.55723,0.64237,-7.52717,-1.77139,1.69944,0.60991,Polka,-1.97762,-1.57266,-8.53970,-2.18145,True,-0.97742
922,Jorg,0.35685,0.06202,2.67561,-2.32952,2.04888,-0.11748,Polka,0.58991,0.30892,-8.41755,-2.20757,True,3.12207
923,Jorg,-0.70520,1.04019,2.05239,-1.64399,1.58391,0.84776,Slängpolskor,2.10962,0.60168,-11.47940,0.93226,True,-2.49978
924,Atsuto,-0.21009,0.40318,4.23866,-1.94000,1.77925,0.74742,Slängpolskor,-0.23825,0.02097,-9.43514,1.53674,True,1.06890
925,Jorg,-0.07386,-0.01853,-2.68494,-2.85130,2.45897,-0.94482,Slängpolskor,-1.12734,-1.10725,-10.47748,1.39123,True,-1.71178
926,Jorg,-0.30446,-0.57639,-3.42880,-2.57925,2.16626,-0.54540,Slängpolskor,-0.24897,-0.44149,-6.84775,-1.14607,True,-3.23672
927,Bob,0.72001,0.43927,-7.94538,-2.09610,1.81931,0.41974,Polka,-0.01732,2.39407,-8.72558,-1.40491,True,-0.37266
928,Atsuto,0.78491,0.60259,-1.49191,-1.53438,1.36667,0.47921,Schottis,-2.03887,0.30609,-9.73299,1.11978,False,3.17860
929,Jorg,-0.45307,-0.58773,-3.99195,-2.80755,2.37535,0.14147,Slängpolskor,0.46359,3.27724,-8.84661,4.11482,True,-4.26133
930,Bob,1.03025,0.39598,-2.33671,-2.79675,2.46831,0.25314,Schottis,-1.03155,2.48429,-8.84273,-2.26770,True,3.98290
931,Jorg,0.28929,0.07747,-2.82929,-2.02868,1.87281,0.56840,Polka,-2.62769,-1.79627,-6.57427,-0.80718,True,0.03180
932,Bob,2.39556,1.07236,-8.89466,-1.71381,1.67408,1.55319,Polskor,2.83045,-2.83693,-11.01428,-2.54632,True,7.53047
933,Jorg,0.24998,0.40455,-5.11704,-2.17367,1.87658,0.89986,Polka,0.28383,2.71035,-8.07562,-0.18104,True,-1.30860
934,Jorg,1.91242,0.74974,-6.59369,-2.23930,2.14768,0.51874,Polskor,-2.57727,-1.70999,-7.61066,0.72333,True,6.26524
935,Jorg,-0.13842,-0.94882,-5.51240,-2.00067,1.90247,-0.63190,Slängpolskor,0.74365,-1.15478,-10.94043,0.79921,True,-3.44831
936,Jorg,0.09399,0.62801,2.26711,-2.59298,2.34134,0.93660,Polka,1.11811,-0.72047,-6.46031,0.60630,True,1.60353
937,Jorg,-0.89246,0.05725,7.16754,-2.56104,2.38779,0.58101,Hambo,-0.14802,-1.99996,-10.48023,-1.90098,True,-0.87852
938,Bob,0.04522,0.40265,2.72139,-1.82688,1.57622,0.47743,Polka,-0.02071,0.13914,-11.77642,-0.75871,True,1.58680
939,Jorg,-1.97432,-0.16465,1.90614,-2.93586,2.58401,0.10311,Hambo,-0.70255,-0.88201,-7.21132,-1.13192,True,-8.91854
940,Jorg,-0.18270,-0.09623,0.48063,-2.66357,2.42871,-0.65314,Slängpolskor,-1.18683,-1.62832,-7.47703,-0.67601,False,-0.67318
941,Atsuto,1.28862,0.07106,1.22700,-2.36385,2.15666,0.48581,Schottis,-0.17342,-1.49196,-11.96156,0.16745,True,7.05660
942,Jorg,0.60508,0.39774,-4.18200,-1.79483,1.59715,-0.01953,Polka,2.24955,1.51425,-9.42506,-2.21837,True,0.93439
943,Jorg,-1.05865,-0.76766,-2.31450,-2.02679,1.95669,-0.39916,Hambo,2.40803,-0.82937,-8.64746,-1.17761,True,-6.45048
944,Bob,0.56476,-0.60633,2.70831,-3.19935,2.68777,-0.84869,Polka,0.86417,-0.34151,-8.27934,-1.36734,True,4.17794
945,Jorg,0.21340,-0.14229,1.21268,-1.77793,1.66577,-0.53415,Polka,-2.47076,-1.50431,-8.43748,-1.62220,True,1.67334
946,Bob,1.70485,-1.09575,-7.52648,-3.19642,2.77816,-1.59973,Polskor,-0.65157,1.67023,-9.89142,-1.44949,True,4.76101
947,Bob,-1.84183,0.58682,2.79784,-3.65862,3.00054,0.48610,Hambo,2.20455,-2.14315,-9.30168,-3.82498,True,-7.81022
948,Jorg,0.30621,0.40348,0.43327,-2.28553,2.02751,-0.64402,Polka,0.02124,0.34164,-6.88921,-1.14164,False,1.74771
949,Jorg,-0.86005,-0.42404,-2.12591,-2.45945,2.08109,-0.56269,Hambo,0.58075,-0.57281,-7.75700,0.92931,True,-5.36320
950,Jorg,0.78033,0.38055,-0.92089,-2.08048,1.81083,0.71551,Schottis,0.76346,1.94669,-7.28092,-0.77307,False,3.44122
951,Bob,-2.23437,0.11639,-3.05500,-2.09837,1.79945,-0.55496,Hambo,-1.32732,-0.08608,-8.71160,-2.92447,True,-12.69933
952,Bob,-0.60108,-0.96212,2.15437,-2.73010,2.36662,-1.69711,Slängpolskor,0.19459,0.20437,-10.57256,-1.28844,True,-1.92823
953,Atsuto,0.31759,-0.65461,-0.03962,-2.14380,1.82687,-0.79454,Polka,0.70999,1.08712,-9.03102,3.77008,False,1.56815
954,Jorg,-1.08646,0.56775,1.69765,-2.08322,1.97963,-0.21334,Hambo,2.47359,1.79220,-7.58806,-0.15656,True,-4.58349
955,Atsuto,0.81927,0.05806,-2.21767,-2.63235,2.29197,-0.02913,Schottis,1.56529,-0.46080,-6.76542,2.68645,True,2.98752
956,Jorg,1000000.54766,-0.68828,-1.21391,-1.59004,1.49060,-1.53591,Polka,0.83159,0.16499,-6.22328,0.63926,True,2.13136
957,Jorg,-0.24122,0.77098,-5.58735,-2.34539,2.04666,1.52542,Slängpolskor,-0.55333,0.09895,-7.23794,-1.18543,True,-3.99977
958,Atsuto,-1.38893,-0.97684,4.43378,-1.88074,1.59716,-1.41310,Hambo,1.16778,0.67500,-8.10730,1.17258,True,-4.72774
959,Bob,-0.28703,-0.85784,1.34415,-2.92118,2.44926,-0.45770,Slängpolskor,-0.73486,1.56322,-9.35592,0.30970,False,-0.76309
960,Bob,2.15383,1.83045,-8.81450,-2.49491,1.92844,1.39650,Polskor,-3.02854,2.32675,-10.23870,-2.41616,True,6.36193
961,Jorg,-1.70555,-0.93288,4.75231,-2.97637,2.57137,-1.16259,Hambo,1.26797,1.37168,-8.89526,-0.46013,True,-6.15158
962,Jorg,-1.36486,-1.00252,6.27650,-2.97899,2.51893,-1.90226,Hambo,0.59353,-0.87953,-9.79715,1.75808,True,-3.68607
963,Jorg,-1.16644,1.11418,0.48578,-2.18320,2.05373,1.30100,Hambo,0.48269,1.04098,-10.06535,0.92632,True,-5.58929
964,Jorg,1.86838,0.40673,-5.73644,-2.66447,2.42274,0.62735,Polskor,0.43308,0.54868,-11.32323,2.91896,True,6.47369
965,Jorg,2.06972,0.52256,3.23232,-1.82632,1.66747,0.86362,Polskor,-1.26243,-0.63265,-11.79037,2.63857,True,11.96478
966,Jorg,-0.94210,0.63261,-2.40738,-1.83896,1.71777,0.67825,Hambo,1.46491,-1.16042,-11.16178,3.44259,True,-5.91421
967,Atsuto,1.72958,1.22473,-1.86489,-1.88109,1.70027,1.09048,Polskor,0.77814,0.10011,-9.98848,1.51842,False,7.71545
968,Bob,2.35424,1.31220,-5.06583,-1.84235,1.65667,0.95787,Polskor,1.86642,1.92852,-7.55511,-3.12197,True,9.23830
969,Jorg,0.79922,-0.32585,0.34502,-2.23401,1.83084,-0.24623,Schottis,-0.55262,-0.32415,-6.05379,0.05721,False,4.16859
970,Jorg,-0.00110,0.14165,-10.04994,-3.15701,2.71902,-0.20864,Slängpolskor,-0.88400,0.59842,-9.92753,4.28053,True,-5.03048
971,Jorg,-1.37323,-0.50179,0.21771,-2.29344,2.00598,0.04393,Hambo,1.53991,0.81864,-8.20358,-2.60304,False,-6.75731
972,Jorg,1.80451,0.42246,-8.62160,-2.92186,2.44790,0.45070,Polskor,0.55548,-1.72011,-13.03661,2.04289,True,4.71173
973,Bob,0.57492,0.64914,2.78435,-3.00055,2.78189,0.18066,Polka,-0.45703,1.65170,-9.41590,-0.98079,True,4.26677
974,Jorg,-1.09851,-0.25790,-1.96836,-2.30386,2.14161,0.02832,Hambo,-0.24669,-2.17112,-9.81292,-0.20190,True,-6.47674
975,Jorg,-0.92991,-0.04485,-0.13003,-2.08009,1.80906,0.02089,Hambo,1.19237,1.39903,-10.58765,3.62563,False,-4.71455
976,Jorg,-0.63438,0.39950,1.21255,-1.92204,1.81252,0.56513,Slängpolskor,-0.52347,1.17119,-7.25909,-0.01689,True,-2.56562
977,Jorg,-0.36671,0.30198,-1.84105,-2.25601,1.91991,0.24628,Slängpolskor,-2.35242,-0.91987,-10.09901,2.59793,True,-2.75410
978,Jorg,-0.82671,0.38943,4.16582,-2.39763,2.17072,-0.11208,Hambo,1.32711,2.17285,-7.71215,-1.32708,True,-2.05062
979,Jorg,0.08113,0.74806,0.91716,-3.12014,2.71659,1.49698,Polka,0.79726,0.11062,-8.46536,-0.13881,True,0.86425
980,Jorg,-0.12776,0.42076,-5.31306,-2.16434,1.91739,0.08454,Slängpolskor,-2.20553,-0.21814,-6.85173,-1.66306,True,-3.29532
981,Jorg,-2.10386,-2.13272,5.03587,-2.86566,2.42684,-2.38473,Hambo,-0.83566,-0.13934,-10.09336,-1.91262,True,-8.00136
982,Bob,1.02157,-0.50615,-0.56820,-2.71007,2.53676,-0.28078,Schottis,0.83741,-0.34547,-8.63050,-0.38366,True,4.82373
983,Bob,-0.35933,-0.66621,-6.61983,-2.69397,2.56679,-0.82129,Slängpolskor,-1.88164,1.48690,-8.45579,-1.24610,True,-5.10659
984,Atsuto,0.07260,-0.48520,-2.62401,-1.74545,1.58868,-0.11468,Polka,0.89101,-0.17553,-9.73683,1.37100,True,-0.94903
985,Bob,-0.56865,-1.05108,1.91561,-2.50664,2.05073,-1.65441,Slängpolskor,1.66597,-1.29166,-8.57172,-3.74941,False,-1.88547
986,Atsuto,1.76512,1.64539,1.52941,-1.99755,1.80656,1.55404,Polskor,0.99886,-0.73583,-9.77362,1.91192,True,9.59033
987,Jorg,0.22679,-0.58111,-2.06864,-2.19528,1.99288,-0.88533,Polka,-0.85211,0.24157,-9.61160,-2.52951,True,0.09962
988,Jorg,0.03172,-0.68636,-0.11310,-2.62875,2.40642,-0.28014,Polka,0.39811,-1.01998,-7.89446,-0.71289,False,0.10206
989,Bob,-0.33019,0.34081,-10.57691,-2.59461,2.13244,-0.05120,Slängpolskor,-1.90527,0.22575,-8.70958,-0.56338,True,-6.93940
990,Jorg,1.53935,1.12935,6.40926,-2.34639,1.93835,1.68905,Polskor,-0.42175,0.97740,-7.10156,-2.46233,True,10.90136
991,Atsuto,0.80097,0.09502,0.13701,-1.64738,1.43179,-1.05897,Schottis,0.56064,0.71150,-9.54492,2.58984,False,4.07336
992,Atsuto,0.84896,0.22064,-2.40914,-2.81979,2.51016,0.02160,Schottis,0.08953,0.49934,-8.93906,5.48167,True,3.04021
993,Bob,-0.25839,-1.01981,-2.48745,-2.91529,2.43093,-1.36880,Slängpolskor,-0.71832,0.23904,-6.51665,-0.66682,True,-2.53567
994,Jorg,-1.74661,0.07485,5.11470,-1.64401,1.59609,-0.66532,Hambo,-1.00102,-2.35535,-8.72503,-0.89026,True,-6.17570
995,Jorg,1.60544,1.32216,-1.56164,-1.82656,1.65695,1.46149,Polskor,-0.73162,-1.78073,-8.27982,-1.90564,False,7.24638
996,Bob,-2.01108,0.45566,-5.22946,-3.61630,3.01472,0.68277,Hambo,-2.04399,-1.86427,-6.21624,-2.42237,True,-12.67012
997,Jorg,0.18189,-0.21986,-3.81636,-2.41993,2.02084,-0.49083,Polka,0.28142,3.04656,-7.66249,-0.28948,True,-0.99873
998,Bob,-0.24274,0.10203,-1.51455,-3.37964,2.83842,0.02747,Slängpolskor,0.13572,-1.65411,-9.98575,-2.65066,True,-1.97099
999,Jorg,-1.53911,-0.40882,-4.27225,-1.81387,1.59602,-0.81150,Hambo,-1.77217,-2.91987,-5.45609,-0.18191,True,-9.83169
